Column1.cantidad_Cargadores;Column1.cargadores.cantidad_Conectores;Column1.cargadores.conectores.cable;Column1.cargadores.conectores.carga;Column1.cargadores.conectores.identificadorConector;Column1.cargadores.conectores.potencia;Column1.cargadores.conectores.tipo;Column1.cargadores.identificadorCargador;Column1.cargadores.marca;Column1.cargadores.modelo;Column1.cargadores.potencia;Column1.cargadores.tieneCables;Column1.comuna;Column1.direccion;Column1.empresa_Dx;Column1.inscripcion;Column1.fecha;Column1.latitud;Column1.longitud;Column1.nombre;Column1.propietario;Column1.region;Column1.rut_Propietario;Column1.tipo_Instalacion;Column1.horario;año;mes;día
1;3;SI;AC;485-1;43;AC-Tipo 2 (Menneke);283-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Parral;Panamericana Sur 339 S/N;LUZ PARRAL;1943225;30/01/2019 18:32:52;-36,1335276;-71,80767659;COPEC Parral;COMPANIA DE PETROLEOS DE CHILE;Maule;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;1;30
1;3;SI;DC;477-1;50;CHAdeMO;287-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;San Javier;Longitudinal Sur Km 275,3 S/N;CGE;1945150;01/02/2019 16:26:50;-35,61631809;-71,70184795;COPEC San Javier;COMPANIAS DE PETROLEOS DE CHIL;Maule;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;2;1
1;3;SI;DC;478-1;50;CCS Tipo 2;287-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;San Javier;Longitudinal Sur Km 275,3 S/N;CGE;1945150;01/02/2019 16:26:50;-35,61631809;-71,70184795;COPEC San Javier;COMPANIAS DE PETROLEOS DE CHIL;Maule;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;2;1
1;3;SI;AC;479-1;43;AC-Tipo 2 (Menneke);287-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;San Javier;Longitudinal Sur Km 275,3 S/N;CGE;1945150;01/02/2019 16:26:50;-35,61631809;-71,70184795;COPEC San Javier;COMPANIAS DE PETROLEOS DE CHIL;Maule;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;2;1
1;3;SI;DC;510-1;50;CHAdeMO;290-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Chillan Viejo;Ruta 5 Km 409,4 Ruta 5 Poniente S/N;COPELEC;1944757;31/01/2019 18:22:53;-36,63346485;-72,19408828;COPEC Chillán;COMPANIAS DE PETROLEOS DE CHIL;Ñuble;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;1;31
1;3;SI;DC;511-1;50;CCS Tipo 2;290-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Chillan Viejo;Ruta 5 Km 409,4 Ruta 5 Poniente S/N;COPELEC;1944757;31/01/2019 18:22:53;-36,63346485;-72,19408828;COPEC Chillán;COMPANIAS DE PETROLEOS DE CHIL;Ñuble;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;1;31
1;3;SI;AC;512-1;43;AC-Tipo 2 (Menneke);290-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Chillan Viejo;Ruta 5 Km 409,4 Ruta 5 Poniente S/N;COPELEC;1944757;31/01/2019 18:22:53;-36,63346485;-72,19408828;COPEC Chillán;COMPANIAS DE PETROLEOS DE CHIL;Ñuble;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;1;31
1;3;SI;DC;471-1;50;CHAdeMO;289-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Mostazal;Panamericana Sur Km 66.7 Ruta 5 Poniente S/N;CGE;1944106;31/01/2019 18:09:42;-34,01158145;-70,70407502;COPEC Mostazal Poniente;COMPANIAS DE PETROLEOS DE CHIL;Libertador Bernardo OHiggins;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;1;31
1;3;SI;DC;472-1;50;CCS Tipo 2;289-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Mostazal;Panamericana Sur Km 66.7 Ruta 5 Poniente S/N;CGE;1944106;31/01/2019 18:09:42;-34,01158145;-70,70407502;COPEC Mostazal Poniente;COMPANIAS DE PETROLEOS DE CHIL;Libertador Bernardo OHiggins;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;1;31
1;3;SI;AC;473-1;43;AC-Tipo 2 (Menneke);289-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Mostazal;Panamericana Sur Km 66.7 Ruta 5 Poniente S/N;CGE;1944106;31/01/2019 18:09:42;-34,01158145;-70,70407502;COPEC Mostazal Poniente;COMPANIAS DE PETROLEOS DE CHIL;Libertador Bernardo OHiggins;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;1;31
1;3;SI;DC;468-1;50;CHAdeMO;291-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Mostazal;PANAMERICANA SUR KM 67.1 KM 237.6;;1943228;30/01/2019 19:20:11;-34,01668594;-70,70270723;COPEC Mostazal Oriente;COMPAÑIA DE PETROLEOS DE CHILE;Libertador Bernardo OHiggins;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;1;30
1;3;SI;DC;469-1;50;CCS Tipo 2;291-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Mostazal;PANAMERICANA SUR KM 67.1 KM 237.6;;1943228;30/01/2019 19:20:11;-34,01668594;-70,70270723;COPEC Mostazal Oriente;COMPAÑIA DE PETROLEOS DE CHILE;Libertador Bernardo OHiggins;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;1;30
1;3;SI;AC;470-1;43;AC-Tipo 2 (Menneke);291-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Mostazal;PANAMERICANA SUR KM 67.1 KM 237.6;;1943228;30/01/2019 19:20:11;-34,01668594;-70,70270723;COPEC Mostazal Oriente;COMPAÑIA DE PETROLEOS DE CHILE;Libertador Bernardo OHiggins;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;1;30
1;3;SI;DC;480-1;50;CHAdeMO;292-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Colina;Ruta 5 norte KM 27.5 S/N;ENEL DISTRIBUCION CHILE S.A.;1943427;31/01/2019 10:28:35;-33,21605353;-70,76698478;COPEC Colina;COMPAÑIA DE PETROLEOS DE CHILE;Metropolitana;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;1;31
1;3;SI;DC;481-1;50;CCS Tipo 2;292-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Colina;Ruta 5 norte KM 27.5 S/N;ENEL DISTRIBUCION CHILE S.A.;1943427;31/01/2019 10:28:35;-33,21605353;-70,76698478;COPEC Colina;COMPAÑIA DE PETROLEOS DE CHILE;Metropolitana;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;1;31
1;3;SI;AC;482-1;43;AC-Tipo 2 (Menneke);292-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Colina;Ruta 5 norte KM 27.5 S/N;ENEL DISTRIBUCION CHILE S.A.;1943427;31/01/2019 10:28:35;-33,21605353;-70,76698478;COPEC Colina;COMPAÑIA DE PETROLEOS DE CHILE;Metropolitana;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;1;31
1;3;SI;DC;507-1;50;CHAdeMO;295-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Maule;PANAMERICANA SUR KM 265 S/N;CGE;1944832;01/02/2019 15:02:34;-35,53200383;-71,68785108;COPEC Maule;COMPANIAS DE PETROLEOS DE CHIL;Maule;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;2;1
1;3;SI;DC;508-1;50;CCS Tipo 2;295-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Maule;PANAMERICANA SUR KM 265 S/N;CGE;1944832;01/02/2019 15:02:34;-35,53200383;-71,68785108;COPEC Maule;COMPANIAS DE PETROLEOS DE CHIL;Maule;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;2;1
1;3;SI;AC;509-1;43;AC-Tipo 2 (Menneke);295-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Maule;PANAMERICANA SUR KM 265 S/N;CGE;1944832;01/02/2019 15:02:34;-35,53200383;-71,68785108;COPEC Maule;COMPANIAS DE PETROLEOS DE CHIL;Maule;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;2;1
1;3;SI;DC;474-1;50;CHAdeMO;293-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Puchuncaví;Ruta F30E Lote CC4 S/N;CGE;1944747;01/02/2019 13:00:20;-32,67144656;-71,4259125;COPEC Marbella;COMPANIAS DE PETROLEOS DE CHIL;Valparaíso;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;2;1
1;3;SI;DC;475-1;50;CCS Tipo 2;293-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Puchuncaví;Ruta F30E Lote CC4 S/N;CGE;1944747;01/02/2019 13:00:20;-32,67144656;-71,4259125;COPEC Marbella;COMPANIAS DE PETROLEOS DE CHIL;Valparaíso;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;2;1
1;3;SI;AC;476-1;43;AC-Tipo 2 (Menneke);293-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Puchuncaví;Ruta F30E Lote CC4 S/N;CGE;1944747;01/02/2019 13:00:20;-32,67144656;-71,4259125;COPEC Marbella;COMPANIAS DE PETROLEOS DE CHIL;Valparaíso;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;2;1
1;3;SI;DC;586-1;50;CCS Tipo 2;441-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Hijuelas;Panamericana Norte KM 10 S/N;CHILQUINTA;1944033;31/01/2019 17:19:31;-32,82761641;-71,13017485;COPEC Hijuelas;COMPANIA DE PETROLEOS DE CHILE;Valparaíso;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;1;31
1;3;SI;AC;587-1;43;AC-Tipo 2 (Menneke);441-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Hijuelas;Panamericana Norte KM 10 S/N;CHILQUINTA;1944033;31/01/2019 17:19:31;-32,82761641;-71,13017485;COPEC Hijuelas;COMPANIA DE PETROLEOS DE CHILE;Valparaíso;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;1;31
1;3;SI;DC;588-1;50;CHAdeMO;441-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Hijuelas;Panamericana Norte KM 10 S/N;CHILQUINTA;1944033;31/01/2019 17:19:31;-32,82761641;-71,13017485;COPEC Hijuelas;COMPANIA DE PETROLEOS DE CHILE;Valparaíso;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;1;31
1;3;SI;AC;601-1;43;AC-Tipo 2 (Menneke);461-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;San Rafael;Ruta 5 Sur KM 237 Ruta 5 Oriente S/N;CGE;1945417;04/02/2019 10:22:28;-35,32065563;-71,53935664;COPEC San Rafael;COMPANIAS DE PETROLEOS DE CHIL;Maule;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;2;4
1;3;SI;DC;602-1;50;CHAdeMO;461-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;San Rafael;Ruta 5 Sur KM 237 Ruta 5 Oriente S/N;CGE;1945417;04/02/2019 10:22:28;-35,32065563;-71,53935664;COPEC San Rafael;COMPANIAS DE PETROLEOS DE CHIL;Maule;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;2;4
1;3;SI;DC;603-1;50;CCS Tipo 2;461-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;San Rafael;Ruta 5 Sur KM 237 Ruta 5 Oriente S/N;CGE;1945417;04/02/2019 10:22:28;-35,32065563;-71,53935664;COPEC San Rafael;COMPANIAS DE PETROLEOS DE CHIL;Maule;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;2;4
1;3;SI;AC;604-1;43;AC-Tipo 2 (Menneke);481-1;ABB;TERRA 53 CONFIGURACION CJG;50;SI;Concepción;Avenida Arturo Prat 289;CGE;1945410;04/02/2019 10:17:55;-36,83280636;-73,05743185;COPEC Concepción Prat;COMPANIAS DE PETROLEOS DE CHIL;Biobío;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;2;4
1;3;SI;DC;605-1;50;CHAdeMO;481-1;ABB;TERRA 53 CONFIGURACION CJG;50;SI;Concepción;Avenida Arturo Prat 289;CGE;1945410;04/02/2019 10:17:55;-36,83280636;-73,05743185;COPEC Concepción Prat;COMPANIAS DE PETROLEOS DE CHIL;Biobío;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;2;4
1;3;SI;DC;606-1;50;CCS Tipo 2;481-1;ABB;TERRA 53 CONFIGURACION CJG;50;SI;Concepción;Avenida Arturo Prat 289;CGE;1945410;04/02/2019 10:17:55;-36,83280636;-73,05743185;COPEC Concepción Prat;COMPANIAS DE PETROLEOS DE CHIL;Biobío;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;2;4
1;3;SI;DC;703-1;50;CHAdeMO;603-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Chimbarongo;PANAMERICANA SUR KM 157;;1958391;26/02/2019 18:22:44;-34,73480069;-71,03963692;COPEC Chimbarongo;COMPANIAS DE PETROLEOS DE CHIL;Libertador Bernardo OHiggins;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;2;26
1;3;SI;DC;704-1;50;CCS Tipo 2;603-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Chimbarongo;PANAMERICANA SUR KM 157;;1958391;26/02/2019 18:22:44;-34,73480069;-71,03963692;COPEC Chimbarongo;COMPANIAS DE PETROLEOS DE CHIL;Libertador Bernardo OHiggins;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;2;26
1;3;SI;AC;705-1;43;AC-Tipo 2 (Menneke);603-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;Chimbarongo;PANAMERICANA SUR KM 157;;1958391;26/02/2019 18:22:44;-34,73480069;-71,03963692;COPEC Chimbarongo;COMPANIAS DE PETROLEOS DE CHIL;Libertador Bernardo OHiggins;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;2;26
1;2;NO;AC;1562-1;22;AC-Tipo 2 (Menneke);1582-1;Ducati;Pole Station 3G;44;NO;San Pedro de la Paz;Los Acacios 43;;2019802;17/06/2019 15:03:38;-36,84156399;-73,1028159;Municipalidad de San Pedro de la Paz;Enel X Chile SpA;Biobío;76924079-9;Servicio de recarga Pública (BNUP);;2019;6;17
1;2;NO;AC;1562-2;22;AC-Tipo 2 (Menneke);1582-1;Ducati;Pole Station 3G;44;NO;San Pedro de la Paz;Los Acacios 43;;2019802;17/06/2019 15:03:38;-36,84156399;-73,1028159;Municipalidad de San Pedro de la Paz;Enel X Chile SpA;Biobío;76924079-9;Servicio de recarga Pública (BNUP);;2019;6;17
1;3;SI;DC;901-1;50;CHAdeMO;801-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;San Fernando;RUTA 5 SUR KM 127 KM 127;;1967423;14/03/2019 14:55:36;-34,50868752;-70,9228382;COPEC San Fernando;COMPAÑIA DE PETROLEOS DE CHILE;Libertador Bernardo OHiggins;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;3;14
1;3;SI;DC;903-1;50;CCS Tipo 2;801-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;San Fernando;RUTA 5 SUR KM 127 KM 127;;1967423;14/03/2019 14:55:36;-34,50868752;-70,9228382;COPEC San Fernando;COMPAÑIA DE PETROLEOS DE CHILE;Libertador Bernardo OHiggins;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;3;14
1;3;SI;AC;904-1;43;AC-Tipo 2 (Menneke);801-1;ABB;TERRA 53 CONFIGURACION CJG;72;SI;San Fernando;RUTA 5 SUR KM 127 KM 127;;1967423;14/03/2019 14:55:36;-34,50868752;-70,9228382;COPEC San Fernando;COMPAÑIA DE PETROLEOS DE CHILE;Libertador Bernardo OHiggins;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;3;14
1;3;SI;DC;905-1;50;CHAdeMO;802-1;ABB;TERRA 53 CONFIGURACION;72;SI;Talagante;AUTOPISTA DEL SOL  NORTE RUTA 78 NORTE KM 31 1/2;CGE;1964831;08/03/2019 15:39:15;-33,63275603;-70,86887838;COPEC Ruta 78- Lado Norte;COMPA¿IA DE PETROLEOS COPEC;Metropolitana;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;3;8
1;3;SI;AC;906-1;43;AC-Tipo 2 (Menneke);802-1;ABB;TERRA 53 CONFIGURACION;72;SI;Talagante;AUTOPISTA DEL SOL  NORTE RUTA 78 NORTE KM 31 1/2;CGE;1964831;08/03/2019 15:39:15;-33,63275603;-70,86887838;COPEC Ruta 78- Lado Norte;COMPA¿IA DE PETROLEOS COPEC;Metropolitana;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;3;8
1;3;SI;DC;907-1;50;CCS Tipo 2;802-1;ABB;TERRA 53 CONFIGURACION;72;SI;Talagante;AUTOPISTA DEL SOL  NORTE RUTA 78 NORTE KM 31 1/2;CGE;1964831;08/03/2019 15:39:15;-33,63275603;-70,86887838;COPEC Ruta 78- Lado Norte;COMPA¿IA DE PETROLEOS COPEC;Metropolitana;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;3;8
1;3;SI;DC;908-1;50;CHAdeMO;803-1;ABB;TERRA 53 CONFIGURACION;72;SI;Talagante;AUTOPISTA DEL SOL  RUTA 78 SUR KM 31 1/2;CGE;1964834;08/03/2019 15:40:39;-33,63435716;-70,86854644;COPEC Ruta 78- Lado Sur;COMPAÑIA DE PETROLEOS COPEC;Metropolitana;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;3;8
1;3;SI;DC;909-1;50;CCS Tipo 2;803-1;ABB;TERRA 53 CONFIGURACION;72;SI;Talagante;AUTOPISTA DEL SOL  RUTA 78 SUR KM 31 1/2;CGE;1964834;08/03/2019 15:40:39;-33,63435716;-70,86854644;COPEC Ruta 78- Lado Sur;COMPAÑIA DE PETROLEOS COPEC;Metropolitana;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;3;8
1;3;SI;AC;910-1;43;AC-Tipo 2 (Menneke);803-1;ABB;TERRA 53 CONFIGURACION;72;SI;Talagante;AUTOPISTA DEL SOL  RUTA 78 SUR KM 31 1/2;CGE;1964834;08/03/2019 15:40:39;-33,63435716;-70,86854644;COPEC Ruta 78- Lado Sur;COMPAÑIA DE PETROLEOS COPEC;Metropolitana;99520000-7;Servicio de recarga Pública (Vía interurbana);;2019;3;8
1;2;SI;AC;962-1;22;AC-Tipo 2 (Menneke);882-1;Ducati;Pole Station 3G;44;SI;Chillan;Arauco 878;;1991785;25/04/2019 15:51:06;-36,61083894;-72,10415017;Chillán Centro;Enel X Chile SpA;Ñuble;76924079-9;Servicio de recarga Pública (BNUP);;2019;4;25
1;2;SI;AC;962-2;22;AC-Tipo 2 (Menneke);882-1;Ducati;Pole Station 3G;44;SI;Chillan;Arauco 878;;1991785;25/04/2019 15:51:06;-36,61083894;-72,10415017;Chillán Centro;Enel X Chile SpA;Ñuble;76924079-9;Servicio de recarga Pública (BNUP);;2019;4;25
1;3;SI;AC;1103-1;43;AC-Tipo 2 (Menneke);1023-1;ABB;ABB TERRA 53 CJG;98;SI;Santiago;San Isiidro  85;ENEL DISTRIBUCION CHILE S.A.;1985032;12/04/2019 16:39:12;-33,44436029;-70,64453855;Edificio Enel;Enel X Chile SpA;Metropolitana;76924079-9;Servicio de recarga Pública (Vía interurbana);;2019;4;12
1;3;SI;DC;1104-1;50;CHAdeMO;1023-1;ABB;ABB TERRA 53 CJG;98;SI;Santiago;San Isiidro  85;ENEL DISTRIBUCION CHILE S.A.;1985032;12/04/2019 16:39:12;-33,44436029;-70,64453855;Edificio Enel;Enel X Chile SpA;Metropolitana;76924079-9;Servicio de recarga Pública (Vía interurbana);;2019;4;12
1;3;SI;DC;1105-1;50;CCS Tipo 2;1023-1;ABB;ABB TERRA 53 CJG;98;SI;Santiago;San Isiidro  85;ENEL DISTRIBUCION CHILE S.A.;1985032;12/04/2019 16:39:12;-33,44436029;-70,64453855;Edificio Enel;Enel X Chile SpA;Metropolitana;76924079-9;Servicio de recarga Pública (Vía interurbana);;2019;4;12
1;2;NO;AC;1063-1;22;AC-Tipo 2 (Menneke);1002-1;Ducati;Pole Station 3G;44;NO;Pucón;Palguin Esq. O'Higgins 415;;1985039;12/04/2019 17:42:54;-39,27614069;-71,97334905;Municipalidad de Pucón;Enel X Chile SpA;La Araucanía;76924079-9;Servicio de recarga Pública (BNUP);;2019;4;12
